"","Control_3","Control_4","Control_7","Control_9","Control_13","FCDI_1","FCDI_2","FCDI_3","FCDI_4","FCDI_5","FCDII_1","FCDII_2","FCDII_3","FCDII_4","FCDII_5","FCDII_6","FCDII_12","FCDII_14","FCDII_15","FCDII_16","FCDII_17","FCDII_18","FCDIII_2","FCDIII_4","FCDIII_5","HME_1","HME_2","HME_3","HME_11","HME_12","HME_13","HME_14","TSC_1","TSC_2","TSC_5"
"ACLY",918974,1204540,1229310,1130410,1422770,1057300,1043500,1275390,1160370,1043850,1371950,1208680,1289580,1153790,1606390,791971,1291510,1233540,1120170,1280510,1334140,1623570,1127060,760898,1210220,1113960,1211930,1664990,2019000,1104160,1323610,1252180,1266460,1338830,1220590
"ACO1",894637,1134690,931163,732503,909547,798996,1042780,921966,988000,849538,1035520,823249,1160640,954645,1647260,1068670,976210,1137090,1247730,902937,849381,2045580,930292,415422,1111120,1049630,1401640,1124440,1426130,1013310,1204390,924861,1132940,1293080,817971
"ACO2",7352210,21577400,16486200,20027100,17141000,19974300,17020400,13071000,15979200,12119200,22575300,15877900,14001800,13292100,10556400,13002200,20364700,13183700,16703300,12384100,11633000,14294300,17951000,15096900,14963100,17096500,15651000,17380800,11263500,14006200,16247000,13479700,13282800,12142900,10916600
"ACOT1",379473,1327430,653017,936509,936643,900471,1088060,858325,1136750,1489720,1141390,843965,635663,696804,1272910,1278830,1024460,501138,720546,870896,967346,1245060,975705,786626,676667,565492,623784,1292320,1272070,938724,819576,1398810,516240,731975,797777
"ACOT11",NA,NA,11849.1,NA,NA,8611.1,7974.73,8676.65,NA,4563.24,7492.92,9079.46,7489.6,9721.68,7606.58,NA,NA,NA,NA,NA,10977.1,NA,NA,6213.69,NA,NA,13711.3,NA,NA,NA,7092.39,8664.99,NA,NA,6782.2
"ACOT13",4269750,2727160,2737270,2699330,3023960,2602290,2173290,2707420,2134970,2141390,2879250,2787920,1843240,1631220,2302590,2330280,3737200,2376270,2997470,2534400,1942850,3099840,2524500,3499460,2158750,2821300,2551190,1425630,2129340,1895370,2003660,2204770,2344970,1747420,1805540
"ACOT2",NA,NA,134086,291522,190709,172561,375769,381998,726047,458416,265811,408192,139648,414454,722624,775178,439482,201325,320379,349296,322997,351957,965108,392212,297658,NA,NA,206505,203224,245836,190300,651222,177288,314784,573351
"ACOT7",17345000,12795700,10992400,10922300,11659500,9794600,12793100,10350500,13267700,13858300,12787300,1.1e+07,7313020,11236400,7943220,9292400,13350700,8910700,10602800,8337260,11989200,7079500,10391900,6518050,8085390,9260510,9681760,12807600,16681000,15262100,12600600,11919400,8750530,8895730,9101580
"ACOT8",604315,281249,321297,178514,398474,369196,291363,337725,253110,269039,264783,239570,328750,245704,197821,239219,336402,332288,282076,332006,281129,270338,307860,206899,252426,197142,258353,263410,199757,298471,384668,277258,299525,229181,252835
"ACOT9",1117580,1034350,1286880,1164880,1353070,1280390,1355540,1093710,1397610,1262490,1166510,896064,1116070,1309340,822724,1216730,1506220,719484,1100750,1028450,1392090,1024970,1479990,802504,742299,714004,1613050,1899050,1114120,1435580,1495100,1426460,722321,997895,984570
"ACOX1",578827,207345,295498,288361,200732,255695,259933,291033,285506,297473,285474,310211,267908,344674,407440,378775,230493,318672,264850,270115,278407,299792,329565,222244,247789,256107,181633,301815,547363,392219,273300,326928,311035,378889,346761
"ACOX2",15302.2,12139.2,11128.2,11694.5,NA,13020,10141.7,13028.4,10094.9,10210,11949.4,15921.9,23998.9,11128.3,26589.6,12445.9,12302.8,NA,13955.4,10588.2,NA,38010,14642.6,NA,13981.9,NA,NA,NA,25714.4,10044.8,NA,NA,14704,44305.3,18850.3
"ACOX3",121835,75865.5,90425.3,71255,94973.8,104823,89857.8,82460.5,91534.1,93562.9,100710,72680.4,106061,130542,86748.2,86128.9,113317,57615.1,103659,77554.9,87656.3,80030.9,113997,58266.8,58060.6,NA,72304,108938,83552.7,130692,79181.5,93623.1,62198.3,73934,108662
"ACP1",885576,519908,1977010,2382090,714228,1674000,2070240,2145200,2046310,1838030,1675910,2181800,1329100,1726090,2159940,2097490,2398070,1844760,1996690,2040040,1863020,1987540,2027280,3388710,2139940,1779440,2174190,351663,2020610,1804150,931601,2188130,1683880,1736170,2217220
"ACP2",201801,97061.7,164336,182860,74011.4,158346,95303.7,183155,168837,199037,138693,185082,122192,210920,193879,175535,202932,151355,164356,182386,123128,218752,167718,159244,135830,177283,149733,80159,299105,174095,101307,192627,130719,222828,173965
"ACP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACP6",NA,NA,10057.2,NA,NA,NA,NA,10501,10382.1,NA,23845.3,16573.7,9438.18,10630,15484,11071.7,NA,12651.5,NA,13056.2,NA,15171.4,13219.3,NA,12145.1,NA,28517.4,NA,17073.8,NA,NA,NA,NA,16239.4,9982.39
"ACP7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACSBG1",81394.5,112945,116883,109065,149659,140982,104287,81121.2,128753,148747,107967,93687.9,105711,144506,129713,102120,235050,213113,98964.6,81235.5,107285,145329,178827,93760.9,92603.6,121688,73664.7,91558.5,61256.9,86865,119880,98969.8,211517,39542.3,115699
"ACSF2",NA,128719,130700,121351,132218,138996,116204,75245.1,103622,121739,134455,128455,142883,108749,223980,152394,97892.6,156723,209815,82390.4,73896.6,373371,112184,82601.8,159631,93148.1,80112.1,67561.3,127811,76037.3,84740.6,85939.4,148220,212265,159730
"ACSF3",39915.6,59441.8,95631.6,104040,53104.8,148458,131275,72981.1,65857.2,76915.8,53512.9,90785.2,87243.3,76116,79256.2,73225.8,132238,77922,54193.9,70776.4,75183.7,86880.3,169683,62864,73312.1,60598,52047.3,139860,45940.4,138885,66261.2,68971.8,76830.1,91738.6,77473.2
"ACSL1",108707,166431,165468,120692,171639,160862,145572,197879,170123,184185,185233,167618,187134,180203,162974,169123,129145,172946,204960,182971,202123,151808,131433,86391.9,122291,125564,174706,205198,175800,232072,255211,169362,156058,155802,136203
"ACSL3",607080,845466,1010410,826504,725456,1138830,909876,1111940,952927,1141980,968082,898543,934249,1002250,897535,784809,980751,947547,1002710,1033250,907848,951663,795299,601048,650881,629979,885624,1098270,965353,1033800,1120210,1310340,1000830,709131,1045490
"ACSL4",86229.5,104688,125224,97739.2,124611,141321,157801,142021,171222,217989,122266,124946,110987,221539,120827,124645,130987,108083,150426,139074,155642,118363,116728,75962.7,89035.1,71900.2,145271,249101,117971,286345,216496,249265,101245,92816.5,179948
"ACSL6",540686,626093,1037540,646368,896176,952956,874722,925731,701119,866533,975571,802761,859442,930097,755066,731878,868310,777285,1192260,924539,945187,1284050,793565,494633,686349,657666,791526,953291,649062,945665,1059300,998104,805407,665118,901591
"ACSS1",112460,455428,419358,368202,399316,420470,432330,341072,326869,379611,468301,466597,452008,541509,359182,363979,384503,575546,671173,348577,383422,418472,374799,233245,426217,560927,289405,353961,596738,375911,648192,351799,615570,125013,281763
"ACSS2",112179,180570,176300,145565,116931,140267,118499,194772,129939,135051,204115,201374,203173,153978,263438,114437,98609.2,232043,191780,178625,135627,230504,122151,77791.2,165894,185443,144369,140154,253776,141317,179441,133735,218343,203213,144028
"ACSS3",39153.5,193877,105558,152901,167898,162302,94004.5,66360.9,85860.9,90160,188848,107545,257130,130767,190578,97055.5,155634,188209,244089,82142.2,114337,357172,191011,68658.3,188599,146426,63311.7,119553,224923,91150,111765,70142.8,192001,163094,83789.5
"ACTA1",131492000,44719600,50271500,76925600,139383000,77311600,178512000,57201400,137310000,145050000,69033400,52961000,82467700,280417000,177809000,226707000,82764800,80901800,143309000,60339600,44442700,310166000,98264300,351166000,104609000,57939400,45194900,116212000,57932100,214656000,245593000,52978000,33402300,92783200,61121000
"ACTA2",NA,NA,NA,139926,288761,228556,413263,NA,353851,NA,227073,NA,246766,1537390,538947,375233,NA,NA,444783,NA,NA,529631,287282,1202540,268190,NA,NA,NA,NA,652156,930616,NA,164789,NA,NA
"ACTB",NA,14142.6,44515,28970.4,26206.5,65028.3,76870.9,57945.4,368832,77305,35058.5,20593.5,16518.5,84603.9,22157.3,103503,57321.5,24812,63310.5,36398.4,1358630,105530,26119.8,125130,NA,NA,52223.4,14290.5,40247.8,66568.5,29962.4,699212,NA,27682,33561.4
"ACTBL2",180944000,70266500,99813100,60983300,97215500,103100000,69650800,123144000,101918000,103366000,65901300,86326700,137284000,123695000,103344000,117397000,67304800,85530200,138921000,87747700,81548500,151558000,85691600,164127000,118415000,85130300,80672700,104178000,80753700,106917000,90501000,92536000,79807600,133456000,97362500
"ACTC1",123061,88603.4,NA,640959,208964,NA,NA,122571,249051,880812,NA,110512,NA,586181,231011,398269,141534,NA,145826,NA,NA,451140,151735,696604,NA,NA,NA,142304,NA,275280,258647,125942,NA,130566,93401.3
"ACTG1",600177000,281801000,323204000,194596000,363587000,379733000,232028000,345566000,270617000,268541000,202154000,273054000,346054000,401684000,324194000,362634000,265216000,335564000,404325000,308928000,165014000,444099000,318500000,468857000,384970000,277189000,155690000,322161000,255696000,417436000,327255000,339351000,297969000,425679000,324581000
"ACTL6A",NA,186423,100240,93795.2,76818.4,NA,65968.6,160721,NA,84507.4,111070,133255,250194,98629,347512,101333,NA,200858,122604,145882,NA,186965,110881,96782.4,205357,114717,NA,104339,244179,NA,79061.4,85499.3,223750,276531,117830
"ACTL6B",111276,123285,96972,71845.5,165394,119475,137924,89908.7,128120,140831,56376.6,97592.4,107202,149198,47879.3,126216,93440.8,74017.8,103192,99056.5,105805,68857.5,110488,174143,88230.6,72086.5,81340.4,164509,NA,79654,152082,120319,79985.5,27015.3,106501
"ACTMAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11098.8,NA,NA,NA,NA,NA,NA,13294.3,3634.15,8284.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,10439.8,NA
"ACTN1",2347880,370563,2343660,357702,2694970,3640520,708212,1906570,1708300,1375930,395579,582969,2496740,1997490,2846640,2137130,1389700,1395290,1829090,2025490,1613130,8958340,1998190,6431870,1692590,613096,333267,1014310,199685,1292080,2355420,2192840,1405720,2345630,2052800
"ACTN2",1045310,51059.1,1193480,67817.4,1095520,1318970,83962.2,992682,835875,851571,41010.9,105267,1017020,1092070,111044,1184670,666914,351532,607150,998690,471457,424008,895978,2256720,549809,188639,133466,319819,36747.3,595585,722090,1858480,343677,54653,888899
"ACTN4",4346440,938606,4615360,1195780,3855450,6067960,1393330,5103660,4368370,4046860,898203,1566960,5276380,5258260,5959280,5011660,2602190,4765470,4272380,5061020,3589780,10363200,4224380,11049000,4815120,2060330,900057,2291670,1232980,4140700,4915090,6784790,4813920,3423470,5087250
"ACTR10",547892,471609,626751,602093,373337,503852,490817,530031,504626,491401,539313,507672,558455,578843,665636,502458,544278,647636,519394,526816,550429,623428,511092,740035,591878,452613,371960,358240,464224,547776,490496,535863,609589,624775,528308
"ACTR1A",5215400,5577690,4590690,5192400,4213960,5340240,4408610,4680340,4197220,4896860,4429070,4681230,3969430,4563570,5544920,4323470,4087120,5319420,5234110,4197450,4547030,6238490,3877800,4738810,4843590,4846960,3859220,3993130,4687190,5825680,4661890,4728300,5017140,4773880,4308720
"ACTR1B",2273190,2546440,2131280,2047410,2099250,2440690,1859420,2444670,1708270,2015600,1996870,1836290,1915400,1684310,2125010,1793010,2161220,2863000,2231530,2234620,1941410,2661810,1680070,2002030,2254230,2423510,1319680,1649090,1529090,2032460,1963340,2035630,2842140,1477890,2023910
"ACTR2",6552390,4552480,4722510,3810180,5116180,5001750,5520660,5375600,4646450,5490910,4425910,4868260,4023840,5942590,5006980,5459750,4778280,4967630,5090620,5707740,5528410,5016460,4252140,4526640,4494130,4144070,4364190,6050290,6337080,6428590,6447160,6145260,4658840,6620290,4878450
"ACTR3",5500290,5534070,4461790,4811660,4139670,5017250,5886200,4110260,4753040,4754620,4733760,4702840,3344220,5365070,5032020,4728200,3350090,3639980,4715280,3334330,4375730,6183660,3485970,5538920,3570620,4602800,5292470,5389370,7171100,6115030,4873790,5068390,3484360,6792280,4271570
"ACTR3B",2423530,1497370,2332180,1735760,1797790,2534770,2708410,1953730,1666050,2347650,1747350,1849930,1195520,2528100,685859,2112260,1504210,1259350,1406120,2044750,2195130,578646,1259870,2436630,1022030,1423630,2195550,2589010,2347790,2987260,2550170,2704920,1302170,1129720,1798270
"ACVR1",NA,14680,21779.3,17585.5,17341.9,20951.2,NA,25001.4,32797.1,11775.8,NA,24713,19277.6,28213.4,18409.5,24993.7,13629.7,NA,32167.4,NA,14834.8,40874.9,17568.3,NA,NA,NA,13404.8,NA,NA,14298.6,14934.5,19515.2,NA,25016.4,17738
"ACVR1B",37344.4,34638.8,15117.4,NA,27217.7,10165.6,14037.9,12147.5,5545,NA,14273.9,5559.02,38623.5,12770.4,NA,13818.7,19008,21460.4,14044.3,14211,7220.57,11102.8,11784.3,8447.21,38440.5,NA,NA,17526.4,12182.7,19157.3,20250.4,7300.56,21740,27218,10713.1
"ACVR2A",NA,NA,NA,NA,NA,NA,11408.4,NA,NA,NA,NA,6948.3,NA,19172.5,6622.26,14805.7,NA,NA,NA,NA,16349.6,NA,7538.68,NA,NA,NA,11882.3,8037.51,NA,NA,10541.6,13299.5,NA,NA,9873.25
"ACY1",324178,352742,166089,265909,280864,194649,134094,179883,166599,113279,226894,243616,348903,127408,570421,162647,222790,316284,276462,183934,100904,624529,232640,264096,372116,409076,91897.1,103758,249054,95769.7,165562,99301.8,330161,551354,249926
"ACY3",221675,409588,119843,350683,172400,151803,257859,99630,191870,124824,171020,196381,381837,118036,739335,266223,143375,52868.5,294479,108609,162700,468146,217485,169185,591296,NA,169516,243661,393732,235252,140418,248883,91256.5,402598,273561
"ACYP1",822564,825389,723261,1089500,728553,812237,814656,744945,758276,612372,1031920,677342,517582,600423,553971,722599,1022420,653980,592561,670339,746061,345449,795274,1058790,859752,906742,722177,402366,796699,884117,575210,730987,683285,598250,562944
"ACYP2",1590240,3669620,2152830,2974340,2283170,2921950,2127780,2638490,2598440,2454090,2799620,3688250,4369190,1525900,5843970,1927250,2557310,5228350,3943350,2444530,2251560,8027070,2268280,2589910,6340380,5222540,1972180,1278090,4331600,2090800,1486330,1784480,5204950,7140190,3745780
"ADA",61058.1,107865,84141.4,193524,42539.4,81631.5,79200.7,143079,81194.9,96745.3,73441.3,184462,98546.8,103020,408640,118948,73763.3,302372,157284,146653,50067.6,184447,109672,127880,183354,350024,43285.2,48540.8,260887,85798.7,71372,98066.6,305151,90871,117492
"ADAL",NA,NA,2864.58,NA,NA,NA,NA,NA,NA,NA,3656.19,NA,NA,NA,9526.13,2908.9,NA,NA,NA,NA,4198.58,NA,2892.85,NA,NA,NA,NA,NA,4998.94,NA,NA,NA,NA,5346.71,5750.36
"ADAM10",240779,719452,333924,608699,142618,257243,165150,324057,126364,152557,453796,520262,355627,133640,652177,128316,126651,795274,258997,252344,97898.6,371170,265556,188156,427649,838224,154373,133639,378085,159193,97956.4,126212,625456,397709,185761
"ADAM11",416756,169215,181253,163098,180961,213116,196804,196991,141646,244374,144402,175983,150924,165014,92312.3,170754,159211,159735,136224,177589,222606,84665.6,150205,132704,123296,112507,135386,209575,189676,268055,193981,224799,174890,105069,207891
"ADAM15",NA,29416,12969.7,26592.4,NA,9247.32,NA,NA,NA,NA,13702.5,18602.9,29229,10555.9,33962.9,13064.1,NA,16470.4,NA,23503.2,NA,18100.9,8884.46,16552.3,10006.7,NA,10058.3,NA,11416.6,13527.7,NA,NA,17286.5,15414.8,7794.92
"ADAM17",40479.2,14692.1,11477,13919.1,17093.2,14803.4,15769.8,15472.6,17222.9,13754.3,11041.5,14626.3,17178.9,15472,34706.9,15643.1,11202.4,11920.7,16351.5,14344.2,13923.4,33244.9,16278.6,14558.1,13876.9,NA,13263.4,14554.5,27887.5,19930.8,14584.4,12698.5,NA,51537.6,17229.4
"ADAM22",3157030,1038370,1450110,1395480,1057970,1406620,1253410,1581440,1137610,1269660,1625700,1432760,1117880,1079910,1020140,1115320,868533,1381810,1076460,1353160,898927,757578,1054480,946160,791878,1634910,1191600,1151250,1618400,1259330,1097190,1436080,1452440,996994,1175390
"ADAM23",1562030,618931,810863,989160,594143,736278,636119,930734,606453,736070,1026440,741327,728070,532714,580198,610680,530907,953230,733239,867794,669128,453112,721587,507461,476142,840005,601680,481774,763030,777044,537030,759192,863431,583820,615275
"ADAM9",33240.2,27172.8,21265.7,39611.1,18409.4,41230.7,33496.5,17008.1,17614.4,14864,37521.9,50584.1,15893.1,30020.6,32528,28454.6,15146.6,NA,23493.5,11602.5,22550.2,55440.2,24151.3,12971.8,NA,NA,38340.9,23649.7,82420.9,34847.2,15374.6,21962.5,NA,113379,21736.6
"ADAP1",494112,576139,409473,504891,484446,428019,444761,502448,467768,433326,419244,489462,430598,418159,444308,412483,492815,506256,376426,528991,486648,251451,424272,417412,548480,515722,304553,505755,305442,471912,432914,520367,504119,305196,399956
"ADAR",54232.4,77394.5,127883,65739.9,164349,146730,107934,145621,162594,95533.3,71306.5,102796,168304,187126,93946.4,160209,121293,113013,138539,130512,152571,175608,141612,123324,134900,60759.3,126345,116044,25728.7,102626,117602,142655,115238,81140.8,140783
"ADARB1",NA,NA,NA,NA,NA,60993.7,38302.9,48195.7,65945.6,36260.4,NA,NA,37597.5,59594.8,NA,38518.7,NA,NA,40174.3,43572.7,43391.3,NA,52751.6,NA,NA,NA,NA,46930.4,NA,38108.9,33391.9,35763.1,NA,NA,47301
"ADCK1",107382,116900,101850,145582,169503,160265,209528,196665,190476,152970,154688,101706,183233,202829,220213,165301,207146,122053,132149,185410,232772,165514,228113,94680.6,112550,NA,141967,148026,97359.8,194493,148853,223317,80161.9,92446.5,180712
"ADCK5",23270.5,15263.9,20947.7,20903,29222.1,30824.5,31986.9,26874.4,28275.5,38804.8,25563,26298.6,21960.3,33218.4,13238.1,22607,32483.1,13239.5,28150.7,29390.3,31810.1,NA,32068.5,13668.5,NA,NA,16884.1,27953.6,22588.5,33199.1,34896.1,36465.9,17137.3,18359.1,26109.4
"ADCY1",171390,73782.3,159718,94526.9,79062.1,117629,151264,161033,90086.9,181107,151851,117129,99247.4,226596,42876.9,129981,82551.5,68646.6,80320.1,153695,130681,44146.6,111531,74488.6,51692.4,53236,126042,223647,164439,204436,202474,204727,71156,107107,159436
"ADCY2",206564,109335,186692,126568,153886,178681,225225,155622,206221,220792,164935,176002,244364,193372,143865,191612,145333,124455,156359,156293,233298,161564,219787,114187,112840,72104.2,156550,208046,97062.4,172473,203397,187367,113399,201521,261588
"ADCY3",10620.3,18967,12838.4,10401.2,13576.2,10052.4,10483.7,9193.84,19630.5,20364.4,13074.7,12650.2,10284.4,14411.5,15673.1,17903,NA,NA,11720.9,NA,NA,11227.6,22297.2,10717.1,NA,NA,NA,14088.3,7105.54,12063.8,12539.8,15451.1,NA,7175.56,18375.9
"ADCY5",118952,130174,92095.9,93647.5,111207,84331.9,108925,100313,116956,83946.3,111914,118538,95814.1,84133.9,72528.6,126015,109569,75302.6,97427.7,88257.7,120974,64230.5,115895,58952.7,73359.4,48661.6,72415.9,95372.3,78982.3,97321.9,81076.2,61067,75262.7,66109.5,101664
"ADCY8",43169.2,39545.4,27470.5,25395.7,36988.4,37023.9,42429.1,32819.8,46513,41983.9,38089.6,43836.2,83680.2,39265.6,51062.3,39391.7,32331.6,33199,34756.6,27965,79875.6,43572.4,37391,19100.1,57671,26310.7,41628.2,48296.4,83774.9,37837.9,38452.8,31460.3,27265.8,162431,71092.2
"ADCY9",222371,169494,146227,137879,114284,133343,150954,160073,163163,124963,168054,169643,106410,130171,103090,154219,165606,96627.9,100269,153047,211777,82545.9,192218,122006,86060,66977.7,122116,93290.8,102082,112608,119659,122852,98822.6,82502.5,153504
"ADCYAP1R1",711693,356216,190573,223606,299681,288855,416517,172721,220732,326117,281269,218622,357852,200324,236033,279909,349030,220696,179558,167679,409525,188612,306447,164930,368015,177426,294314,373135,522355,472628,218290,234532,193709,491987,310396
"ADD1",14170200,9562830,10281400,7712200,10082100,12056500,10737200,10236700,8505960,10064800,8980010,9871780,10525600,10024700,9086330,10333100,10432300,10146300,9695600,9201180,10406600,9952330,9491300,8172670,10468000,8060500,9193630,9241000,11299400,11487000,8889210,6722680,9855040,11165300,10273100
"ADD2",8101270,3736320,5055220,3460110,5051650,5397890,5194540,5040580,4063280,5063980,4232820,4247320,3433200,5497250,2319270,4948790,4987880,4045300,4235500,5326170,4460790,2356370,4147210,3810480,3980140,3252080,4113670,5884790,4574220,5699000,6384570,3105700,4029710,3268390,4563920
"ADD3",3219350,2470020,1818520,1206820,2548790,2237070,1881220,1691240,1574430,1844790,1639070,1668740,3524810,1206800,2313960,1692910,2569210,2817760,1781390,1734250,2233080,2556910,2192570,1322870,3473530,1919570,1512740,1525580,2371920,2135250,1450040,1162650,2838870,3645230,2219400
"ADGRA1",175500,60696,82334.7,83197.8,74551.4,65704.6,95015.7,76830.8,62990.8,42878.4,51963.1,107442,67226.7,70613,21284.8,48767.1,44658.2,41079.4,42039.4,75110.5,78751,NA,51387.2,45178.2,27735.5,NA,79241.2,113884,30243.7,NA,67784.5,NA,NA,39255.8,55546.4
"ADGRB1",158416,55536.6,98468,71090.4,72649.6,86839.2,131579,88941.3,80242,89254.9,57401.6,83048,52344.1,106791,11303.9,63942.6,80358.4,40398.1,42173.5,88367.1,87985.9,23674.8,67172.2,76828.7,34098.4,33330.4,107439,124484,46412.6,87441.1,138292,76653.4,38684.1,22611.3,80418.9
"ADGRB2",74648.1,34683.8,71518.3,34347.4,50995.1,56677.4,55140.4,71334.8,57094.3,47597.8,29668.8,48110.9,52920.7,66768.2,14707.1,53984.7,34549.6,30888,45442.7,65846.9,58538.1,NA,43951.3,68771.1,28290.9,NA,45631.3,52288.7,24808.2,41718.7,56175.7,62529.4,28207.4,26617.6,57934.1
"ADGRB3",60419.9,34116.1,67615.8,30768.4,44566.3,54869,79429.3,49324.8,36957.9,49682.3,35259.6,51314.1,36093.3,74767.8,24800.9,55300.3,26269.5,24517.3,45309.6,47091.5,53330.4,23555.7,36506.3,39951.6,25162,NA,55976.4,72385.7,27342.8,43309.2,70892.3,43515.4,30520.3,24632.1,47201
"ADGRE5",NA,15064.8,NA,16222.4,NA,NA,NA,NA,NA,NA,NA,13277.8,16860.5,NA,32280.8,NA,NA,NA,NA,11226.9,NA,NA,NA,NA,16396.6,NA,NA,NA,NA,NA,NA,NA,NA,53541.5,NA
"ADGRG1",319382,236367,94315.5,117770,272541,122917,147369,161402,171245,192489,144660,105987,119137,151023,139602,77737.9,114831,62555.2,123116,174535,104980,301389,94052,125422,86847.5,85331.5,269806,274701,238668,189423,338187,170426,65121.2,264648,118200
"ADGRL1",888326,278709,364052,287079,351892,392333,501667,405931,433167,441806,326996,356953,258668,537032,137649,427011,365345,183766,332758,366944,510351,164937,371900,295789,220216,151266,415068,564488,388583,543652,578820,514597,171776,227309,411675
